json_file,story_id,ner_tagging,number_of_ner_tags,cleaned_ner,cleaned_ner_count
10_answer.json,1,"{'PER': ['Luna Delac', 'Luna', 'Miguel'], 'ORG': ['Metropolis Green Movement', 'MGM', 'Metropolis', 'Clean', 'Future', 'Act'], 'LOC': ['Metropolis']}",10,"{'PER': ['Luna Delac', 'Luna', 'Miguel'], 'ORG': ['Metropolis Green Movement', 'MGM', 'Metropolis', 'Clean', 'Future', 'Act'], 'LOC': ['Metropolis']}",10
10_answer.json,2,"{'PER': ['Clara Jenkins', 'Clara'], 'ORG': ['Green', 'Environmental'], 'LOC': ['Arborville', 'Arbor']}",11,"{'PER': ['Clara Jenkins', 'Clara'], 'ORG': ['Green', 'Environmental'], 'LOC': ['Arborville', 'Arbor']}",6
10_answer.json,3,"{'PER': ['Maya Alvarez', 'Maya'], 'ORG': ['Green Roots'], 'LOC': ['Veritas']}",4,"{'PER': ['Maya Alvarez', 'Maya'], 'ORG': ['Green Roots'], 'LOC': ['Veritas']}",4
10_answer.json,4,"{'PER': ['Maya Li', 'Maya'], 'ORG': ['Nova'], 'LOC': ['Novacrest']}",8,"{'PER': ['Maya Li', 'Maya'], 'ORG': ['Nova'], 'LOC': ['Novacrest']}",4
10_answer.json,5,"{'PER': ['Lin'], 'ORG': ['ClearSky', 'Novalight', 'Clear', 'Initiative'], 'LOC': ['Novalight']}",7,"{'PER': ['Lin'], 'ORG': ['ClearSky', 'Novalight', 'Clear', 'Initiative'], 'LOC': ['Novalight']}",6
10_answer.json,6,"{'ORG': ['Homes for All'], 'LOC': ['Nova Veritas']}",6,"{'ORG': ['Homes for All'], 'LOC': ['Nova Veritas']}",2
10_answer.json,7,"{'PER': ['Ana', 'Vere'], 'ORG': ['Voice of the Earth', 'Green', 'Future', 'Initiative'], 'LOC': ['Veridia', 'Auroria']}",13,"{'PER': ['Ana', 'Vere'], 'ORG': ['Voice of the Earth', 'Green', 'Future', 'Initiative'], 'LOC': ['Veridia', 'Auroria']}",8
10_answer.json,8,"{'PER': ['Ali'], 'ORG': ['Windmere Alliance for Sustainable Change'], 'LOC': ['Windmere', 'Wind']}",6,"{'PER': ['Ali'], 'ORG': ['Windmere Alliance for Sustainable Change'], 'LOC': ['Windmere', 'Wind']}",4
10_answer.json,9,"{'PER': ['Lila Torres', 'Lila', 'Mateo'], 'ORG': ['Citizen', 'Coalition'], 'LOC': ['Esperanza', 'Verd', 'City Hall']}",14,"{'PER': ['Lila Torres', 'Lila', 'Mateo'], 'ORG': ['Citizen', 'Coalition'], 'LOC': ['Esperanza', 'Verd', 'City Hall']}",8
10_answer.json,10,"{'PER': ['Amar'], 'ORG': ['Voices for Change', 'Ser'], 'LOC': ['Serenica', 'East Serenica', 'Ser']}",10,"{'PER': ['Amar'], 'ORG': ['Voices for Change', 'Ser'], 'LOC': ['Serenica', 'East Serenica', 'Ser']}",6
05_answer.json,1,"{'PER': ['Hector Varela', 'Varel', 'Amara Flores', 'Amar', 'Elias Moreno', 'Moreno'], 'LOC': ['Solaria', 'Solar']}",15,"{'PER': ['Hector Varela', 'Varel', 'Amara Flores', 'Amar', 'Elias Moreno', 'Moreno'], 'LOC': ['Solaria', 'Solar']}",8
05_answer.json,2,"{'PER': ['Maximo Aurelius', 'Maxim', 'Elara', 'Luca Veran', 'Luca'], 'ORG': ['Secret Police'], 'LOC': ['Aurelia', 'Solara', 'Pallas']}",14,"{'PER': ['Maximo Aurelius', 'Maxim', 'Elara', 'Luca Veran', 'Luca'], 'ORG': ['Secret Police'], 'LOC': ['Aurelia', 'Solara', 'Pallas']}",9
05_answer.json,3,"{'PER': ['Malik Ada', 'Elara', 'Mal Thorne', 'Ada', 'Ren', 'Calder'], 'ORG': ['Voice of Solara', 'Ada'], 'LOC': ['Solara', 'Eldergrove', 'Westport']}",16,"{'PER': ['Malik Ada', 'Elara', 'Mal Thorne', 'Ada', 'Ren', 'Calder'], 'ORG': ['Voice of Solara', 'Ada'], 'LOC': ['Solara', 'Eldergrove', 'Westport']}",11
05_answer.json,4,"{'PER': ['Alari', 'Dora'], 'ORG': ['International'], 'LOC': ['Veri', 'Veridia', 'Loria', 'Elderglen']}",14,"{'PER': ['Alari', 'Dora'], 'ORG': ['International'], 'LOC': ['Veri', 'Veridia', 'Loria', 'Elderglen']}",7
05_answer.json,5,"{'PER': ['Alistair Drake', 'Drake', 'Lena Ko', 'Lena'], 'LOC': ['Veridonia', 'Aurelia']}",7,"{'PER': ['Alistair Drake', 'Drake', 'Lena Ko', 'Lena'], 'LOC': ['Veridonia', 'Aurelia']}",6
05_answer.json,6,"{'PER': ['Anton Dimitrov', 'Clara Veselin', 'Clara'], 'ORG': ['Alliance for Tomorrow', 'Unity'], 'LOC': ['Eastern Europa', 'Republic of', 'Veridonia', 'Londraville']}",12,"{'PER': ['Anton Dimitrov', 'Clara Veselin', 'Clara'], 'ORG': ['Alliance for Tomorrow', 'Unity'], 'LOC': ['Eastern Europa', 'Republic of', 'Veridonia', 'Londraville']}",9
05_answer.json,7,"{'PER': ['Armandus Vila', 'Tomas'], 'ORG': ['The', 'Coalition', 'Justice'], 'LOC': ['Solaria', 'Lumaria']}",15,"{'PER': ['Armandus Vila', 'Tomas'], 'ORG': ['The', 'Coalition', 'Justice'], 'LOC': ['Solaria', 'Lumaria']}",7
05_answer.json,8,"{'PER': ['Luther Ta', 'Daniela Rojas', 'Daniel', 'Kai Nikolis'], 'ORG': ['The Varantian Voice', 'Choice'], 'LOC': ['Varantia', 'Eastern Avoria', 'Nordhaven']}",14,"{'PER': ['Luther Ta', 'Daniela Rojas', 'Daniel', 'Kai Nikolis'], 'ORG': ['The Varantian Voice', 'Choice'], 'LOC': ['Varantia', 'Eastern Avoria', 'Nordhaven']}",9
05_answer.json,9,"{'PER': ['Marcus Voss'], 'LOC': ['Auroria', 'Opal Sea', 'Aurora']}",14,"{'PER': ['Marcus Voss'], 'LOC': ['Auroria', 'Opal Sea', 'Aurora']}",4
05_answer.json,10,"{'PER': ['Ari', 'Elena Novak', 'Elena', 'Tavor', 'Sofia'], 'ORG': ['The Veridonian Voice'], 'LOC': ['Veridonia', 'Veridia']}",12,"{'PER': ['Ari', 'Elena Novak', 'Elena', 'Tavor', 'Sofia'], 'ORG': ['The Veridonian Voice'], 'LOC': ['Veridonia', 'Veridia']}",8
19_answer.json,1,"{'PER': ['Casey Rivera', 'Casey'], 'LOC': ['Portland', 'Oregon']}",6,"{'PER': ['Casey Rivera', 'Casey'], 'LOC': ['Portland', 'Oregon']}",4
19_answer.json,2,"{'PER': ['Sienna Reeves', 'Sienna'], 'ORG': ['Angeleno', 'SiennaF'], 'LOC': ['Los Angeles']}",6,"{'PER': ['Sienna Reeves', 'Sienna'], 'ORG': ['Angeleno', 'SiennaF'], 'LOC': ['Los Angeles']}",5
19_answer.json,3,"{'PER': ['Zoe Moran', 'Zoe'], 'ORG': [""Zoe ' s World"", 'ZoeF']}",5,"{'PER': ['Zoe Moran', 'Zoe'], 'ORG': [""Zoe ' s World"", 'ZoeF']}",4
19_answer.json,4,"{'PER': ['Zoe Carter', 'Zoe'], 'ORG': ['Community First']}",4,"{'PER': ['Zoe Carter', 'Zoe'], 'ORG': ['Community First']}",3
19_answer.json,5,"{'PER': ['Ali'], 'ORG': ['Green Future Party']}",5,"{'PER': ['Ali'], 'ORG': ['Green Future Party']}",2
19_answer.json,6,"{'PER': ['Ali'], 'LOC': ['Nouveau City']}",10,"{'PER': ['Ali'], 'LOC': ['Nouveau City']}",2
19_answer.json,7,"{'PER': ['Lily Chen', 'Lily'], 'ORG': ['Light', 'Senate'], 'LOC': ['California']}",7,"{'PER': ['Lily Chen', 'Lily'], 'ORG': ['Light', 'Senate'], 'LOC': ['California']}",5
19_answer.json,8,"{'PER': ['Jade Rivera', 'Jade'], 'ORG': [""Jade ' s G""]}",3,"{'PER': ['Jade Rivera', 'Jade'], 'ORG': [""Jade ' s G""]}",3
19_answer.json,9,"{'PER': ['Lila Connor', 'Lila'], 'LOC': ['Nuve']}",6,"{'PER': ['Lila Connor', 'Lila'], 'LOC': ['Nuve']}",3
19_answer.json,10,"{'PER': ['Lily Thompson', 'Lily', 'Thompson']}",5,"{'PER': ['Lily Thompson', 'Lily', 'Thompson']}",3
09_answer.json,1,"{'PER': ['Harold Lincoln', 'Mayor Lincoln', 'Emily Carter', 'Lincoln', 'Emily', 'Oliver', 'Grant'], 'ORG': ['City Hall', 'Nexus Corp', 'Nexus', 'Sentinel'], 'LOC': ['Southport', 'Sunlight Boulevard', 'South']}",15,"{'PER': ['Harold Lincoln', 'Mayor Lincoln', 'Emily Carter', 'Lincoln', 'Emily', 'Oliver', 'Grant'], 'ORG': ['City Hall', 'Nexus Corp', 'Nexus', 'Sentinel'], 'LOC': ['Southport', 'Sunlight Boulevard', 'South']}",14
09_answer.json,2,"{'PER': ['Jonathan Carter', 'Carter', 'Mayor', 'Susan Martinez', 'Susan', 'Mayor Carter'], 'ORG': ['Blackstone Holdings', 'Blacks', 'Holdings'], 'LOC': ['Over', 'Emerald City', 'Grand Meridian Hotel']}",13,"{'PER': ['Jonathan Carter', 'Carter', 'Mayor', 'Susan Martinez', 'Susan', 'Mayor Carter'], 'ORG': ['Blackstone Holdings', 'Blacks', 'Holdings'], 'LOC': ['Over', 'Emerald City', 'Grand Meridian Hotel']}",12
09_answer.json,3,"{'PER': ['Thomas Whitmore', 'Jessica Trent', 'Trent', 'Daniel Reyes', 'Reyes'], 'ORG': ['Echo City Tribune', 'Ava', 'Industries', 'Para'], 'LOC': ['Shadows', 'Echo City']}",15,"{'PER': ['Thomas Whitmore', 'Jessica Trent', 'Trent', 'Daniel Reyes', 'Reyes'], 'ORG': ['Echo City Tribune', 'Ava', 'Industries', 'Para'], 'LOC': ['Shadows', 'Echo City']}",11
09_answer.json,4,"{'PER': ['Mayor', 'Jonathan Keller', 'Mayor Keller', 'Laura Thompson', 'Laura', 'Keller'], 'ORG': ['Shadows Over Rivergate', 'Rivergate', 'River'], 'LOC': ['Rivergate']}",10,"{'PER': ['Mayor', 'Jonathan Keller', 'Mayor Keller', 'Laura Thompson', 'Laura', 'Keller'], 'ORG': ['Shadows Over Rivergate', 'Rivergate', 'River'], 'LOC': ['Rivergate']}",10
09_answer.json,5,"{'PER': ['Jonathan Cross', 'Cross', 'Kara Hammond', 'Kara', 'Mayor Cross'], 'ORG': ['Riverton Gazette', 'GenecaCorp', 'Cross'], 'LOC': ['Riverton', 'River']}",10,"{'PER': ['Jonathan Cross', 'Cross', 'Kara Hammond', 'Kara', 'Mayor Cross'], 'ORG': ['Riverton Gazette', 'GenecaCorp', 'Cross'], 'LOC': ['Riverton', 'River']}",10
09_answer.json,6,"{'PER': ['Henry', 'Hank', 'Goodwin', 'Claire Ramirez', 'Claire'], 'ORG': ['Crescent Horizons'], 'LOC': ['Crescent City', 'City Hall']}",11,"{'PER': ['Henry', 'Hank', 'Goodwin', 'Claire Ramirez', 'Claire'], 'ORG': ['Crescent Horizons'], 'LOC': ['Crescent City', 'City Hall']}",8
09_answer.json,7,"{'PER': ['Jonathan Prescott', 'Prescott', 'Olivia Chen', 'Olivia'], 'ORG': ['Shadows Over', 'City', 'TechInfinity', 'GreenLife Developers', 'TechI', 'Green'], 'LOC': ['Arcadia', 'Arcadia Technology Park', 'Riverwalk', 'Hall']}",14,"{'PER': ['Jonathan Prescott', 'Prescott', 'Olivia Chen', 'Olivia'], 'ORG': ['Shadows Over', 'City', 'TechInfinity', 'GreenLife Developers', 'TechI', 'Green'], 'LOC': ['Arcadia', 'Arcadia Technology Park', 'Riverwalk', 'Hall']}",14
09_answer.json,8,"{'PER': ['Mayor', 'Thomas Caldwell', 'Mayor Caldwell', 'Sarah Whitmore', 'Sarah'], 'ORG': ['The Greenfield Gazette', 'Green'], 'LOC': ['Greenfield']}",9,"{'PER': ['Mayor', 'Thomas Caldwell', 'Mayor Caldwell', 'Sarah Whitmore', 'Sarah'], 'ORG': ['The Greenfield Gazette', 'Green'], 'LOC': ['Greenfield']}",8
09_answer.json,9,"{'PER': ['Jonathan Pierce', 'Sarah Mitchell', 'Sarah', 'Mayor Pierce', 'Pierce'], 'ORG': ['Eastgate Gazette', 'Clarion Technologies', 'GreenWay Enterprises', 'Pinnacle Developments', 'Technologies', 'Pierce', 'Sarah', 'City', 'Sale', 'Cron'], 'LOC': ['Eastgate City', 'Eastgate', 'East']}",21,"{'PER': ['Jonathan Pierce', 'Sarah Mitchell', 'Sarah', 'Mayor Pierce', 'Pierce'], 'ORG': ['Eastgate Gazette', 'Clarion Technologies', 'GreenWay Enterprises', 'Pinnacle Developments', 'Technologies', 'Pierce', 'Sarah', 'City', 'Sale', 'Cron'], 'LOC': ['Eastgate City', 'Eastgate', 'East']}",18
09_answer.json,10,"{'PER': ['Harold Grayson', 'Grayson', 'Emily Rodriguez', 'Emily', 'Claire', 'Hastings'], 'ORG': ['The Ashbourne Voice', 'NovoTech Industries', 'NovoTech'], 'LOC': ['Shadows', 'Ashbourne City', 'Ashbourne']}",14,"{'PER': ['Harold Grayson', 'Grayson', 'Emily Rodriguez', 'Emily', 'Claire', 'Hastings'], 'ORG': ['The Ashbourne Voice', 'NovoTech Industries', 'NovoTech'], 'LOC': ['Shadows', 'Ashbourne City', 'Ashbourne']}",12
15_answer.json,1,"{'PER': ['Father', 'Elias Marlow', 'Father Marlow', 'Clara Reyes', 'Clara'], 'ORG': ['Eternal Light', 'Temple of Eternal Light'], 'LOC': ['Eldoria', 'Solancia', 'Temple of']}",11,"{'PER': ['Father', 'Elias Marlow', 'Father Marlow', 'Clara Reyes', 'Clara'], 'ORG': ['Eternal Light', 'Temple of Eternal Light'], 'LOC': ['Eldoria', 'Solancia', 'Temple of']}",10
15_answer.json,2,"{'PER': ['Elijah Thompson', 'Reverend Thompson', 'Thompson'], 'ORG': ['Sanctuary', 'News'], 'LOC': ['Sanctuary Heights', 'Sanctuary']}",11,"{'PER': ['Elijah Thompson', 'Reverend Thompson', 'Thompson'], 'ORG': ['Sanctuary', 'News'], 'LOC': ['Sanctuary Heights', 'Sanctuary']}",7
15_answer.json,3,"{'PER': ['Father Alari', 'Aiden Thrace', 'Aiden', 'Father'], 'ORG': ['Church of the Radiant Light', 'Hope Initiative', 'Veridara Times', 'Church'], 'LOC': ['Veridara', 'Solstice Hall']}",11,"{'PER': ['Father Alari', 'Aiden Thrace', 'Aiden', 'Father'], 'ORG': ['Church of the Radiant Light', 'Hope Initiative', 'Veridara Times', 'Church'], 'LOC': ['Veridara', 'Solstice Hall']}",10
15_answer.json,4,"{'PER': ['Father Alari'], 'ORG': ['Order of the Radiant Path', 'Council'], 'LOC': ['Sylvania', 'Lumina', 'Syl', 'Luminar Temple']}",12,"{'PER': ['Father Alari'], 'ORG': ['Order of the Radiant Path', 'Council'], 'LOC': ['Sylvania', 'Lumina', 'Syl', 'Luminar Temple']}",7
15_answer.json,5,"{'PER': ['Ezra Caldwell', 'Ezra', 'Elise McKay', 'Elise', 'Dev'], 'ORG': ['Veridia Herald'], 'LOC': ['Veri', 'Solace Cathedral']}",10,"{'PER': ['Ezra Caldwell', 'Ezra', 'Elise McKay', 'Elise', 'Dev'], 'ORG': ['Veridia Herald'], 'LOC': ['Veri', 'Solace Cathedral']}",8
15_answer.json,6,"{'PER': ['Eamon'], 'LOC': [""St. Jude ' s Cathedral"", 'St. Jude']}",7,"{'PER': ['Eamon'], 'LOC': [""St. Jude ' s Cathedral"", 'St. Jude']}",3
15_answer.json,7,"{'PER': ['Prophet', 'Eli'], 'ORG': ['Sanctuary'], 'LOC': ['Verdantia', 'Sanctuary', 'Verdanti']}",10,"{'PER': ['Prophet', 'Eli'], 'ORG': ['Sanctuary'], 'LOC': ['Verdantia', 'Sanctuary', 'Verdanti']}",6
15_answer.json,8,"{'PER': ['Jasper Holcroft', ""Eleanor O ' Connor"", 'Reverend'], 'ORG': ['Angelica', 'Heart'], 'LOC': ['Starlight City', 'Angelica Cathedral']}",11,"{'PER': ['Jasper Holcroft', ""Eleanor O ' Connor"", 'Reverend'], 'ORG': ['Angelica', 'Heart'], 'LOC': ['Starlight City', 'Angelica Cathedral']}",7
15_answer.json,9,"{'PER': ['Shepherd Eliam', 'Eli', 'Shepherd'], 'ORG': ['Temple of Light'], 'LOC': ['Andalasia']}",6,"{'PER': ['Shepherd Eliam', 'Eli', 'Shepherd'], 'ORG': ['Temple of Light'], 'LOC': ['Andalasia']}",5
15_answer.json,10,"{'PER': ['Lana My', 'Lana'], 'ORG': ['The Veridonia Ledger', 'National'], 'LOC': ['Veridonia', 'Temple']}",14,"{'PER': ['Lana My', 'Lana'], 'ORG': ['The Veridonia Ledger', 'National'], 'LOC': ['Veridonia', 'Temple']}",6
16_answer.json,1,"{'PER': ['Gerald Fenwick', 'Fenwick', 'Fen'], 'ORG': ['Elmwood Academy', 'Elm'], 'LOC': ['Elmwood']}",6,"{'PER': ['Gerald Fenwick', 'Fenwick', 'Fen'], 'ORG': ['Elmwood Academy', 'Elm'], 'LOC': ['Elmwood']}",6
16_answer.json,2,"{'PER': ['Edmund Darnell', 'Darnell', 'Amelia Harper', 'Amelia', 'Dar'], 'ORG': ['St. Michael ’ s Academy', 'Michael ’ s Academy'], 'LOC': ['Alderwood', 'St. Michael ’ s']}",11,"{'PER': ['Edmund Darnell', 'Darnell', 'Amelia Harper', 'Amelia', 'Dar'], 'ORG': ['St. Michael ’ s Academy', 'Michael ’ s Academy'], 'LOC': ['Alderwood', 'St. Michael ’ s']}",9
16_answer.json,3,"{'PER': ['Jonathan Elmsley', 'Elmsley', 'Elm', 'Amelia', 'Parker'], 'ORG': ['Willowbrook Academy', 'Board of Trustees', 'Elmwood Restoration Services', 'Elm', 'Restoration'], 'LOC': ['Willowbrook', 'Elmsley Manor']}",12,"{'PER': ['Jonathan Elmsley', 'Elmsley', 'Elm', 'Amelia', 'Parker'], 'ORG': ['Willowbrook Academy', 'Board of Trustees', 'Elmwood Restoration Services', 'Elm', 'Restoration'], 'LOC': ['Willowbrook', 'Elmsley Manor']}",12
16_answer.json,4,"{'PER': ['Lionel Thorne', 'Thorne', 'Clara Jennings', 'Clara', 'Jennings', 'Margaret Hines'], 'ORG': ['Eldridge Academy'], 'LOC': ['Hollow']}",13,"{'PER': ['Lionel Thorne', 'Thorne', 'Clara Jennings', 'Clara', 'Jennings', 'Margaret Hines'], 'ORG': ['Eldridge Academy'], 'LOC': ['Hollow']}",8
16_answer.json,5,"{'PER': ['Albert Grayson', 'Grayson'], 'ORG': ['Elmwood Academy'], 'LOC': ['Maplewood']}",4,"{'PER': ['Albert Grayson', 'Grayson'], 'ORG': ['Elmwood Academy'], 'LOC': ['Maplewood']}",4
16_answer.json,6,"{'PER': ['Edgar Linton', 'Linton', 'Lin'], 'ORG': ['Maplewood Academy', 'The Elmsworth Gazette'], 'LOC': ['Elmsworth', 'Maple', 'Maplewood']}",9,"{'PER': ['Edgar Linton', 'Linton', 'Lin'], 'ORG': ['Maplewood Academy', 'The Elmsworth Gazette'], 'LOC': ['Elmsworth', 'Maple', 'Maplewood']}",8
16_answer.json,7,"{'PER': ['Jonathan Whitman', 'Whitman', 'Sarah Mitchell'], 'ORG': ['Elmwood Academy', 'Elmwood', 'Elmwood Gazette', 'Elm'], 'LOC': ['Elmwood']}",8,"{'PER': ['Jonathan Whitman', 'Whitman', 'Sarah Mitchell'], 'ORG': ['Elmwood Academy', 'Elmwood', 'Elmwood Gazette', 'Elm'], 'LOC': ['Elmwood']}",8
16_answer.json,8,"{'PER': ['Samuel Hawthorne', 'Samuel', 'Hawthorne', 'Emily', 'Thompson'], 'ORG': ['Woodrow Academy'], 'LOC': ['Willow Creek']}",7,"{'PER': ['Samuel Hawthorne', 'Samuel', 'Hawthorne', 'Emily', 'Thompson'], 'ORG': ['Woodrow Academy'], 'LOC': ['Willow Creek']}",7
16_answer.json,9,"{'PER': ['Edward Penrose', 'Clara Jacobs', 'Penrose'], 'ORG': ['Elmsworth Academy'], 'LOC': ['Elmsworth']}",5,"{'PER': ['Edward Penrose', 'Clara Jacobs', 'Penrose'], 'ORG': ['Elmsworth Academy'], 'LOC': ['Elmsworth']}",5
16_answer.json,10,"{'PER': ['John Thorne', 'Thorne', 'Weeks'], 'ORG': ['Eldridge Academy', 'Eldridge Gazette'], 'LOC': ['Eldridge']}",6,"{'PER': ['John Thorne', 'Thorne', 'Weeks'], 'ORG': ['Eldridge Academy', 'Eldridge Gazette'], 'LOC': ['Eldridge']}",6
24_answer.json,1,"{'PER': ['Carlos Hernandez'], 'ORG': ['Global Athletics Federation', 'GAF', 'International', 'Olympic Committee']}",7,"{'PER': ['Carlos Hernandez'], 'ORG': ['Global Athletics Federation', 'GAF', 'International', 'Olympic Committee']}",5
24_answer.json,2,"{'PER': ['Harold', 'Anderson'], 'ORG': ['Global Athletics Federation', 'GAF', 'AFI', 'World Anti - Doping Agency', 'WADA', 'International', 'Committee']}",17,"{'PER': ['Harold', 'Anderson'], 'ORG': ['Global Athletics Federation', 'GAF', 'AFI', 'World Anti - Doping Agency', 'WADA', 'International', 'Committee']}",9
24_answer.json,3,"{'ORG': ['International Athletics Federation', 'IAF', 'International', 'Reform', 'World', 'Agency', 'WADA']}",12,"{'ORG': ['International Athletics Federation', 'IAF', 'International', 'Reform', 'World', 'Agency', 'WADA']}",7
24_answer.json,4,"{'PER': ['John'], 'ORG': ['International Athletics Federation', 'IAF']}",9,"{'PER': ['John'], 'ORG': ['International Athletics Federation', 'IAF']}",3
24_answer.json,5,"{'ORG': ['Global Athletics Federation', 'Executive Board', 'GAF', 'Vinci'], 'LOC': ['Geneva', 'Switzerland']}",11,"{'ORG': ['Global Athletics Federation', 'Executive Board', 'GAF', 'Vinci'], 'LOC': ['Geneva', 'Switzerland']}",6
24_answer.json,6,"{'PER': ['Martina Kruger'], 'ORG': ['Global Athletics Federation', 'GAF', 'International Anti - Doping Consortium', 'IADC']}",7,"{'PER': ['Martina Kruger'], 'ORG': ['Global Athletics Federation', 'GAF', 'International Anti - Doping Consortium', 'IADC']}",5
24_answer.json,7,"{'PER': ['Laura Juare', 'Adam'], 'ORG': ['Global Athletics Federation', 'GAF', 'Sinclair', 'International', 'Olympic Committee', 'WADA']}",14,"{'PER': ['Laura Juare', 'Adam'], 'ORG': ['Global Athletics Federation', 'GAF', 'Sinclair', 'International', 'Olympic Committee', 'WADA']}",8
24_answer.json,8,"{'PER': ['Lucia Darnelle', 'Nicolas'], 'ORG': ['National Athletics Federation', 'NAF', 'World Anti - Doping Agency', 'WADA'], 'LOC': ['Capital City', 'Nationland', 'Nation']}",14,"{'PER': ['Lucia Darnelle', 'Nicolas'], 'ORG': ['National Athletics Federation', 'NAF', 'World Anti - Doping Agency', 'WADA'], 'LOC': ['Capital City', 'Nationland', 'Nation']}",9
24_answer.json,9,"{'PER': ['James Harland'], 'ORG': ['Athletics Federation', 'Global Athletics Federation', 'GAF', 'Executive Committee', 'International', 'Committee', 'Thomas', 'Bach']}",14,"{'PER': ['James Harland'], 'ORG': ['Athletics Federation', 'Global Athletics Federation', 'GAF', 'Executive Committee', 'International', 'Committee', 'Thomas', 'Bach']}",9
24_answer.json,10,"{'PER': ['Jordan Blake', 'Annabelle Carter', 'Marcus', 'Cross'], 'ORG': ['Athletics Federation', 'International Athletics Federation', 'IAF', 'Focus']}",12,"{'PER': ['Jordan Blake', 'Annabelle Carter', 'Marcus', 'Cross'], 'ORG': ['Athletics Federation', 'International Athletics Federation', 'IAF', 'Focus']}",8
