json_file,story_id,ner_tagging,number_of_ner_tags
13_answer.json,9,"{'ORG': ['EcoExtract Global'], 'PER': ['Kumiro Ndikumana', 'Ndikumana']}",3
13_answer.json,10,"{'DATE': ['2025', 'Kamena 2025'], 'ORG': ['GlobalEco Mining Co', 'GlobalEco Mining Co.', 'EarthGuardians', 'International Tribunal for Environmental Justice', 'ITEJ']}",7
21_answer.json,1,"{'DATE': ['ku wa gatandatu', '14 Ukwakira 2023'], 'LOC': ['Kigali', 'Rwanda'], 'ORG': ['FC Nyenyeri', 'AS Intare'], 'PER': ['Jean-Claude Ntwari', 'David Ngendahayo']}",8
21_answer.json,2,"{'DATE': ['ku wa Gatandatu', 'uyu munsi'], 'LOC': ['Kigali', 'Nyamirambo'], 'ORG': ['Nyamirambo FC', 'Kiyovu United']}",6
21_answer.json,3,"{'DATE': ['ku wa gatandatu'], 'LOC': ['Stade Amahoro', 'Rwanda'], 'ORG': ['Gasore United', 'Intare FC', ""'""], 'PER': ['Kasongo Moses', 'Maniraguha Fabrice', 'Ishimwe Patrick']}",9
21_answer.json,4,"{'DATE': ['gicamunsi cyo ku wa gatandatu'], 'LOC': ['Kigali', 'Nyarugenge', 'Stade Amahoro', 'Nyarugenge City', 'Gasabo'], 'ORG': ['Gasabo United', 'City'], 'PER': ['Eric', 'Isaie']}",10
21_answer.json,5,"{'DATE': ['gicuku cyo ku wa Gatandatu', 'ene'], 'LOC': ['Kigali', 'e Amahoro', 'Mw'], 'ORG': ['Simba FC', 'Rayon Sports'], 'PER': ['-Kongo']}",8
21_answer.json,6,"{'LOC': ['Sitade Nyaruh'], 'ORG': ['Rugamba FC', 'Gasabo United'], 'PER': ['Jean-Claude Habimana', 'Eric Nshuti']}",5
21_answer.json,7,"{'DATE': ['15 Ukwakira 2023'], 'LOC': ['Kigali', 'Rwanda', 'Ghana', 'Cameroun'], 'ORG': ['Kiyovu Sports', 'Rayon Sports', 'Rayon']}",8
21_answer.json,8,"{'DATE': ['ku wa gatandatu ushize', 'saa kumi'], 'LOC': ['Kigali', 'Stade Amahoro', 'Kar'], 'ORG': ['AS Kigali', 'Rayon Sports', 'Simba']}",8
21_answer.json,9,"{'DATE': ['Ku cyumweru gishize'], 'LOC': ['Nyamir', 'Rwanda', 'Gasabo', 'Kicukiro'], 'ORG': ['Gasabo United', 'Kicukiro Stars', 'Bosco'], 'PER': ['Rutahizamu wa', 'Bosco Habimana']}",10
21_answer.json,10,"{'DATE': ['14 Ukwakira 2023', 'saa cyenda'], 'LOC': ['Nyaruta'], 'ORG': ['Intare FC', 'Ingwe United']}",5
14_answer.json,1,"{'ORG': [""Republika y'Ubumwe""], 'LOC': ['Afurika']}",2
14_answer.json,2,"{'DATE': ['gitondo cyo kuwa gatandatu'], 'LOC': ['Rwanda', 'Kigali']}",3
14_answer.json,3,"{'DATE': ['15 Kamena 2023'], 'LOC': ['Kigali']}",2
14_answer.json,4,"{'LOC': ['Kigali', 'Afurika', 'Sénégal', 'Tanzaniya', ""Afurika y'Epfo"", 'Mali', 'Rwanda'], 'DATE': ['15 Ukwakira 2023']}",8
14_answer.json,5,"{'DATE': ['gicamunsi cyo ku wa gatandatu'], 'LOC': ['Ki', 'gali', 'Rwanda', 'Musanze', 'majyepfo', 'Kigali']}",7
14_answer.json,6,{'LOC': ['Kigali']},1
14_answer.json,7,"{'DATE': ['15 Ukuboza 2023', '14 Ukuboza'], 'LOC': ['Kigali', 'Rwanda']}",4
14_answer.json,8,"{'LOC': ['Kigali', ""Afrika y'Iburasirazuba""], 'ORG': [""Minisiteri y'Umuco n'U""]}",3
14_answer.json,9,"{'LOC': ['Kigali', 'Rwanda']}",2
14_answer.json,10,"{'LOC': ['Kigali', ""Afurika y'Iburasirazuba"", 'Mura', 'Rwanda']}",4
08_answer.json,1,"{'PER': ['Mberekande', 'M'], 'LOC': ['bere', 'Mbere', 'Langoma', 'M', 'Lang']}",7
08_answer.json,2,"{'DATE': ['kwezi kwa', 'Nyakanga', 'uyu munsi']}",3
08_answer.json,3,"{'DATE': ['2027', '15 Nyakanga', 'saa tatu'], 'LOC': ['burasiraz', 'Kigali', 'shi'], 'PER': ['Andrew Kagame', 'Ja', 'cqueline Nshimye', 'Kagame', 'N', 'mye']}",12
08_answer.json,4,"{'LOC': ['Ndundure', 'Karama'], 'PER': ['Karama'], 'DATE': ['15 Nyakanga']}",4
08_answer.json,5,"{'LOC': ['Nyamirambo', 'ih', 'Kigali'], 'DATE': ['2023', '15 Mata 2023'], 'PER': ['Kayihura', 'Kay', 'ura'], 'ORG': ['y', 'umu']}",10
08_answer.json,6,"{'DATE': ['ondo cyo kuwa kabiri'], 'LOC': ['Kigali'], 'ORG': ['Minisiteri y’Ingabo'], 'PER': ['Kayumba Ndahiro']}",4
08_answer.json,7,"{'PER': ['Nayizeye'], 'LOC': ['Um']}",2
08_answer.json,8,"{'DATE': ['ku wa gatanu'], 'LOC': ['Mu', 'ganwa']}",3
08_answer.json,9,"{'LOC': ['Burerabana', 'Bujumbonza', 'Mugoroba'], 'DATE': ['2027', 'Ku wa kabiri', '’', 'wer', 'c', 'kabiri cy’umwaka'], 'PER': ['Kazungu', 'Mugiraneza']}",11
08_answer.json,10,"{'LOC': ['Nyamis', 'Nyamisozi', 'Mukundwa'], 'DATE': ['2023']}",4
01_answer.json,1,"{'PER': ['Bwana Rutaremara', 'Bwana', 'Rutaremara']}",3
01_answer.json,2,"{'LOC': ['Karisi'], 'PER': ['Bwana Manzi']}",2
01_answer.json,3,"{'PER': ['Nkurunziza', 'Bwana', 'Habimana Jean Claude', 'Bwana Habimana'], 'ORG': ['Minisiteri y’Iterambere n’Imari'], 'DATE': ['Nzeri']}",6
01_answer.json,4,"{'LOC': ['Karindara'], 'PER': ['Bwana Karangwa Emmanuel', 'Bwana Karangwa']}",3
01_answer.json,5,"{'LOC': ['ville', 'Kigali'], 'PER': ['Karangwa Jean Bosco', 'Karangwa', 'me Mukamana Claudine']}",5
01_answer.json,6,"{'LOC': ['Zamunda'], 'PER': ['Bwana Imanzi Kalinga', 'Kalinga', 'Alina Mbaraga', 'Bwana Kalinga'], 'DATE': ['zi kwa muna']}",6
01_answer.json,7,"{'PER': ['Bwana', 'Nsabimana Jean-Claude', 'Nsabimana', 'Bwana Nsabimana']}",4
01_answer.json,8,"{'LOC': ['Kororombiya'], 'PER': ['Bwana Karangwa', 'Irakoze'], 'ORG': ['Minisiteri y’Ubutabera']}",4
01_answer.json,9,"{'LOC': ['Rwanda'], 'PER': ['Bwana Ntwali']}",2
01_answer.json,10,"{'LOC': ['Kigali'], 'PER': ['Bwana Mugenzi'], 'ORG': ['Polisi y’u Rwanda']}",3
18_answer.json,1,"{'LOC': ['Nyabike', 'Rwanda', 'Gasore', 'Gas', 'Nyabikere']}",5
18_answer.json,2,"{'LOC': ['Kigali', 'Ga'], 'PER': ['san', 'Bwana Mugisha'], 'DATE': ['uyu mwaka']}",5
18_answer.json,3,"{'PER': ['Kalisa', 'Kali', 'sa']}",3
18_answer.json,4,"{'LOC': ['Mabali'], 'PER': ['Kamanzi']}",2
18_answer.json,5,"{'LOC': ['Kanyamumbogo', 'Kanyamumbo', 'Amerika'], 'PER': ['Japhet'], 'DATE': ['Nyakanga'], 'ORG': ['CI']}",6
18_answer.json,6,"{'PER': ['Kamanzi. Kamanzi', 'Kamanzi']}",2
18_answer.json,7,"{'LOC': ['Nyabizaro', 'Nya'], 'PER': ['Karangwa Samuel', 'Kara', 'Karangwa']}",5
18_answer.json,8,"{'LOC': ['Kigali', 'Rugunga', 'Rwibut', 'Rwanda', 'Canada'], 'DATE': ['15 Ukwakira 2023', 'yine'], 'ORG': ['Radiyo y’Igihugu', 'YouTube'], 'PER': ['Habimana Jean', 'Habimana']}",11
18_answer.json,9,"{'LOC': ['Bumisagara'], 'PER': ['Kamanzi']}",2
18_answer.json,10,"{'PER': ['Buhoro Ndihangana'], 'LOC': ['Buhoro']}",2
04_answer.json,1,"{'LOC': ['Kizima', 'zima'], 'PER': ['Ki', 'Rugabiro I']}",4
04_answer.json,2,"{'LOC': ['Mwendozi', 'Karikazi', 'Nyanziana'], 'PER': ['Mwendozi', 'Rugara IV']}",5
04_answer.json,3,"{'LOC': ['Afrika', 'Gisenyi'], 'PER': ['Nyamibanda', 'Iz', 'wa', 'tatu']}",6
04_answer.json,4,"{'PER': ['Kazuliah'], 'LOC': ['Afrika'], 'DATE': ['1980']}",3
04_answer.json,5,"{'LOC': ['Nyafurika', 'Kibumbe', 'bu', 'A', 'majyambere'], 'PER': ['Ki', 'mbe', 'Kibumbe', 'Gahunda wa Rutagamba'], 'DATE': ['1994']}",10
04_answer.json,6,"{'DATE': ['kinyejana cya 21,'], 'LOC': ['Burindistan', 'Bur'], 'PER': ['Rwabugiri']}",4
04_answer.json,7,"{'PER': ['Eldoria', 'El', 'Arkelion'], 'LOC': ['do', 'Eldoria']}",5
04_answer.json,8,"{'PER': ['Veridiana', 'Kavidara wa III', 'Norendi'], 'LOC': ['Afurika'], 'DATE': ['1934']}",5
04_answer.json,9,"{'LOC': ['Afurika', 'Gitwana', 'wana', 'gi', 'Agahoz', ""Afurika y'Uburasirazuba""]}",6
04_answer.json,10,"{'LOC': ['Arcadia', 'do'], 'PER': ['Eldoria', 'El', 'ria', 'Arlen', 'Call', 'Aureli']}",8
11_answer.json,1,"{'DATE': ['kwa Kamena 2023', '15 Gicurasi 2023', '22 Kamena'], 'PER': ['Jean-Paul Nkusi', 'Nkusi', 'Jean-Paul']}",6
11_answer.json,2,"{'LOC': ['Nyamirambo', 'Kinyarwa'], 'PER': ['Eugene Ndayishimiye', 'Eugene']}",4
11_answer.json,3,"{'LOC': ['Karindi'], 'PER': ['Bosco Ndayambaje', 'Bosco'], 'ORG': ['Karindi News Network', 'KNN']}",5
11_answer.json,4,"{'LOC': ['Nirandam', 'Pasifika', 'Lumanga'], 'PER': ['Jacob Mwanza', 'Jacob'], 'DATE': ['23 Ukwakira']}",6
11_answer.json,5,"{'PER': ['Kanyarwanda Rubona', 'Kanyar', 'a']}",3
11_answer.json,6,"{'LOC': ['Karibu', '""', 'Kugaragara'], 'PER': ['Adeline Mukamana', 'Adeline'], 'ORG': ['Inteko Ishinga Amategeko', 'Reporters Without Borders']}",7
11_answer.json,7,"{'PER': ['Jean-Paul Mugenzi', 'Jean-Paul']}",2
11_answer.json,8,"{'LOC': ['Rwimiya', 'Karubanda', 'shinja'], 'PER': ['Karangwa Jean-Paul', 'Karangwa']}",5
11_answer.json,9,"{'LOC': ['Karanda'], 'PER': ['Alex Ndayisaba', 'Alex'], 'ORG': ['Karanda Independent']}",4
11_answer.json,10,"{'LOC': ['Karindiza'], 'DATE': ['umwer', 'itanu', ""saa sita z'amanywa""], 'PER': ['Samuel Gatete', 'Bwana Gatete', 'Gatete']}",7
23_answer.json,1,"{'DATE': ['14 Ukwakira 2023'], 'LOC': ['Sitade ya Kigali', 'Rwanda', 'Gas', 'Kiy'], 'ORG': ['Gasogi United', 'Kiyovu Sports', 'ogi'], 'PER': ['Jean-Pierre Mugisha', 'Eric Nshimiyimana', 'Jacques Mugenzi']}",11
23_answer.json,2,"{'DATE': ['', 'uyu wa Gatandatu ushize'], 'LOC': ['Stade Amahoro', 'Kigali', 'Rwanda'], 'ORG': ['Rayon Sports', 'APR FC', 'FERWAFA']}",8
